state,statefip,county,countyfip,tract,18under1990,18under2000,18under2010,18under2020,18over1990,18over2000,18over2010,18over2020,housing1990,housing2000,housing2010,housing2020,poptract1990,poptract2000,poptract2010,poptract2020,hl1990,hl2000,hl2010,hl2020,white1990,white2000,white2010,white2020,black1990,black2000,black2010,black2020,aian1990,aian2000,aian2010,aian2020,asian1990,asian2000,asian2010,asian2020,nhpi1990,nhpi2000,nhpi2010,nhpi2020,gqi1990,gqi2000,gqi2010,gqi2020,gqni1990,gqni2000,gqni2010,gqni2020
California,6,Ventura County,111,200,531.93,809,950,774,1176.87,1570.89,1872,1974,585.93,650.95,762,766,1708.8,2379.89,2822,2748,1253.87,1767.93,2421,2435,1396.88,1240.96,1373,691,0,5,28,5,15,52,60,83,30.98,24,16,15,0,0,0,0,0,0,0,0,41,83,0,0
California,6,Butte County,7,201,997,950,886,907,2614,2750,3166,3563,1546,1647,1846,2058,3611,3700,4052,4470,188,323,544,851,3447,3207,3454,3302,19,44,60,51,28,39,72,94,45,62,118,132,4,2,22,9,3,6,0,0,0,5,0,0
California,6,Del Norte County,15,201,801,895,838,705,4021,5697,6188,5433,1168,1314,1502,1496,4822,6592,7026,6138,947,1692,2160,1892,3724,5042,4970,2954,743,1061,883,690,210,182,251,287,23,34,62,80,8,4,2,10,1948,3341,3367,2662,30,0,23,0
California,6,Madera County,39,201,421.43,578.22,573,463,784.01,7782.1,8476,6896,360.39,458.02,520,469,1205.44,8360.32,9049,7359,596.73,2685.06,3508,3269,637.48,3380.66,4702,2391,152,2251,2190,1512,5,297.21,225,155,2.17,142,70,94,5,42,20,16,4,6788,7316,5798,4,0,0,0
California,6,Merced County,47,201,1035.56,900.63,1126,896,2127.95,2011.51,2500,2429,1028.56,990.75,1161,1075,3163.51,2912.13,3626,3325,1065.84,1256,2064,2095,2353.23,1790.88,2120,1366,15,22,18,8,37,54,42,101,153,131.26,155,80,3,7,2,0,0,0,0,0,42,11,6,0
California,6,Plumas County,63,201,278,239,166,144.97,1323,1571,1678,1681,1458,1652,2211,2176.04,1601,1810,1844,1825.97,26,36,65,68,1591,1768,1776,1678,2,4,1,7,2,7,7,12,2,7,13,10,0,1,1,1,0,0,0,0,0,0,1,0
California,6,San Bernardino County,71,201,1228.39,1495.42,1209,1307.79,2781.93,2881.72,2986,4047.68,1272.46,1276.83,1256,1797.06,4010.32,4377.15,4195,5355.47,1642.94,2719.3,2873,3497.16,2001.8,1795.31,2061,1383.06,571.87,396.96,277,367.01,22.98,26.12,66,126.97,205.82,249.96,321,502.12,14.98,11,4,14,0,0,6,10,58,46,6,0
California,6,San Diego County,73,201,175.01,226.25,236,280,1508.38,1488.86,1565,1721,983.8,994.01,1047,1139,1683.39,1715.11,1801,2001,99.9,128.69,182,262,1612.56,1566.93,1588,1551,8.14,17,30,25,3,7,12,11,30.42,39.28,84,107,3,2,0,6,0,0,0,0,0.07,0,0,0
California,6,Stanislaus County,99,201,1252.04,1573.03,1435,1412.36,3545.11,4180.08,4473,4827.63,1906.05,2253.05,2377,2401.34,4797.15,5753.11,5908,6239.99,477.01,634.01,1110,1461.3,4521.14,5199.1,5151,4625.05,7,20,26,40,36,62,64,67.95,36,44,47,91,2,9,11,21,65,0,0,36,0,56,55,0
California,6,Tulare County,107,201,2027.86,2848.96,3369,2803.01,3685.85,5055.83,6037,6139.02,1460.93,1867.93,2217,2256.01,5713.71,7904.8,9406,8942.03,4111.73,6484.86,8208,7991.03,1473.9,2358.86,4210,1867.01,12,26,65,29,34,80,61,129,855,815.98,819,693,5,2,1,8,0,0,0,0,23,0,0,0
California,6,Butte County,7,202,673,683,775,702,2917,2842,2948,3327,1785,1716,1895,2048,3590,3525,3723,4029,176,267,552,822,3425,3095,3024,2849,21,60,116,117,41,54,92,119,39,57,82,106,0,2,4,17,2,0,0,20,21,109,1,41
California,6,Del Norte County,15,202,885,950,772,636,2528.03,2821,2883,3083,1617.03,1829,1886,1909,3413.03,3771,3655,3719,472,555,612,668,3083.03,3003,2779,2566,12,6,12,17,233,230,284,336,11,37,28,45,4,7,5,3,30,42,27,0,11,1,6,0
California,6,Madera County,39,202,891.62,923.78,1898,2092.76,1939.29,2049.9,4211,4916.96,925.74,998.98,2177,2283.84,2830.92,2973.68,6109,7009.72,731.27,1133.94,2516,3298.82,2138.86,2038.34,4126,3425.57,79.01,36,189,213.26,22,40.79,83,108.08,16.83,46,313,374.7,0,0,10,20,0.11,4,0,0.07,20,30,0,0
California,6,Merced County,47,202,549.44,593.37,578,503,1194.05,1176.49,1263,1304,504.44,492.25,537,538,1743.49,1769.86,1841,1807,582.16,799,1172,1237,1186.77,934.12,1073,651,43,18,4,4,20,52,19,66,83,116.74,55,41,1,0,2,0,0,0,0,0,69,44,0,0
California,6,Plumas County,63,202,335,284,158,182,932,1021,1003,1066,1068,1199,1383,1261,1267,1305,1161,1248,46,48,66,108,1217,1212,1074,1067,4,3,4,4,21,29,27,23,6,6,10,11,2,0,0,1,0,0,0,0,2,0,0,0
California,6,San Diego County,73,202,526.69,485.75,479,542,3821.45,3783.14,3729,3899,2351.08,2376.99,2413,2449,4348.14,4268.89,4208,4441,436.84,516.31,583,746,4036.97,3719.07,3561,3221,91.86,83,112,83,21,17,14,39,86.58,119.72,199,278,11,9,4,6,99,97,58,59,0.93,0,6,6
California,6,Stanislaus County,99,202,821.03,976.13,2051,2447.37,2293.21,2401.32,4542,5714.28,1187.16,1199.16,2322,2668.9,3114.24,3377.46,6593,8161.64,612.05,902.1,1972,2623.8,2719.19,2573.32,5063,5317.92,9,38,75,87.45,56,33,42,94.86,16,40,220,285.47,2,4,16,46.67,95,106,112,95,0,11,2,15
California,6,Tulare County,107,202,628.14,694.04,851,745.99,1373.15,1375.17,1812,1634.98,632.07,606.07,743,703.99,2001.29,2069.2,2663,2380.97,1159.27,1400.14,2171,2060.97,843.1,1207.14,1377,645.99,3,11,16,6,13,4,31,40,161,126.02,97,67,2,1,2,2,0,5,0,0,13,5,0,0
California,6,Del Norte County,15,203,331,264,287,266,1057.97,941,1086,939.71,627.97,595,647,588.36,1388.97,1205,1373,1205.71,76,109,156,110,1042.97,761,759,494,35,27,12,19,284,348,447,473.28,17,7,5,5,0,0,0,3,152,108,101,63,1,66,9,13
California,6,Merced County,47,203,988,2563,3311,2837,1802,4140,5961,6408,776,1753,2400,2403,2790,6703,9272,9245,1268,3863,6711,7419,1614,3436,4813,2474,35,118,113,43,24,50,136,247,100,193,394,382,6,3,30,22,0,0,11,0,57,59,36,0
California,6,San Bernardino County,71,203,1048.52,1261.73,1175,866.98,2591.94,2961.13,3299,3321.91,1093.41,1095.41,1157,1161.97,3640.46,4222.87,4474,4188.88,1209.54,2348.31,2928,2978.9,2733.61,2213.64,2395,970.97,232.21,251.08,212,133,19.02,32.01,36,132.99,201.18,263.12,451,491,2.02,1,11,6,127,129,117,122,0,131,79,0
California,6,Stanislaus County,99,203,1499.02,2118.02,2376,2299,3479.06,5120.08,6380,6994,1880.03,2720.04,3384,3600,4978.08,7238.09,8756,9293,986,1646,2424,3084,4235.07,6020.09,6844,5974,13,17,64,79,45,90,100,145,77,104,197,184,3,6,15,26,0,0,0,0,19,6,18,21
California,6,San Bernardino County,71,205,1108,1384,1187,1041,3072,3435,3549,3812,1519,1484,1471,1467,4180,4819,4736,4853,1244,2516,3088,3370,3182,2677,2746,1296,210,278,260,240,52,56,45,93,168,236,302,359,12,19,4,11,0,0,0,0,0,116,15,22
California,6,San Bernardino County,71,207,1231.64,1561.11,1288,991,2643.81,3016.29,3347,3203,1070.74,1092.61,1087,1089,3875.45,4577.4,4635,4194,1770.25,2965.45,3531,3324,2525.74,2039.34,2444,803,281.91,183.77,192,128,53.87,55.53,103,116,331.8,425.31,334,320,9,15,3,4,0,0,3,0,70,75,87,19
California,6,San Bernardino County,71,208,962,1270,1158,955,2499,2596,2966,3190,1093,1086,1089,1094,3461,3866,4124,4145,1032,2304,2947,3186,2781,1831,2284,1007,152,182,157,86,22,24,36,124,114,180,218,297,6,0,10,5,0,0,0,0,0,11,22,25
California,6,Calaveras County,9,210,1300.07,1958,2147,1994,3703.46,5584,7368,8094,2136.39,3016,4033,4172,5003.53,7542,9515,10088,435.27,744,1263,1707,4754.97,6636,8146,7641,50,99,112,128,93.46,125,110,151,34.93,70,171,263,0,6,11,24,0,0,0,0,25.93,0,7,0
California,6,Calaveras County,9,220,871.93,1171,1315,1167,1956.55,3119,4200,4682,1094.62,1650,2276,2322,2828.48,4290,5515,5849,229.73,439,675,958,2679.04,3816,4831,4523,38,33,49,49,21.54,54,95,82,28.07,66,92,84,2,4,12,13,4,5,0,0,1.07,1,9,18
California,6,Butte County,7,300,723,869,923,974,3233,3240,3487,3766,1744,1801,1860,2075,3956,4109,4410,4740,243,565,814,1144,3682,3371,3470,3245,48,98,120,83,67,73,82,109,66,114,159,199,7,6,14,7,460,235,284,256,18,149,254,56
California,6,Calaveras County,9,300,1361,1497,1301,1121,4535,5161,5668,5237,2843,3113,3539,3222,5896,6658,6969,6358,216,369,628,713,5747,6145,6167,5141,10,36,90,60,93,106,124,117,13,47,78,95,3,1,6,23,150,175,278,237,33,30,52,37
California,6,Colusa County,11,300,1007,1501,1940,1942,2169,3080,4115,4403,1117,1358,1886,2116,3176,4581,6055,6345,1122,2799,4157,4820,2315,2418,3510,1965,6,19,60,56,91,83,88,117,67,57,119,107,14,0,8,21,55,91,86,72,82,159,23,0
California,6,Fresno County,19,300,1134,1234,1208,1136,2336,2238,2401,2619,1081,1117,1158,1155,3470,3472,3609,3755,1645,1858,2266,2528,388,747,960,471,1255,1211,959,810,25,58,78,110,551,260,213,157,2,0,7,5,0,0,0,0,113,0,53,167
California,6,Humboldt County,23,300,1514,1407,1316,1218,3862,3927,4228,4302,2148,2247,2319,2329,5376,5334,5544,5520,238,309,574,703,4678,4348,4315,3808,86,83,89,99,228,199,172,199,295,314,334,415,27,33,44,39,37,6,0,0,47,5,41,39
California,6,Inyo County,27,300,720,595,431,505,2053,2017,2026,2137,1071,1119,1156,1203,2773,2612,2457,2642,118,169,247,294,2703,2419,2240,2164,2,2,5,7,31,31,24,65,19,30,44,53,0,0,0,0,5,0,0,0,0,2,0,0
California,6,Kern County,29,300,1146,1120,1184,1275,3012,2890,3033,3355,1823,1803,1839,1820,4158,4010,4217,4630,308,455,889,1547,3853,3574,3531,3011,8,4,27,135,113,89,98,79,11,8,28,46,2,1,7,6,22,0,0,0,22,0,0,20
California,6,Kings County,31,300,2659.02,2039,2410,2278,4922.01,3714,5036,4378,1594,1391,1629,1813,7581.03,5753,7446,6656,725.03,968,1452,1572,5464,3546,4888,3618,831,634,729,942,63,75,70,100,771,550,560,452,73,44,53,89,0,5,20,0,1734,1085,1923,1132
California,6,Lake County,33,300,608.65,760,698,656,2272.85,2780,3148,3383,1458.45,1638,1850,1846,2881.5,3540,3846,4039,232.07,454,614,780,2689.97,3091,3208,3037,6.12,48,54,42,34.96,92,102,90,10.24,14,43,67,4,4,3,3,127,335,273,272,32,41,0,11
California,6,Madera County,39,300,1766.95,2454,2570,2733.24,4356.7,5136,5643,6275.04,2341.87,2696,2970,3012.16,6123.64,7590,8213,9008.28,867.99,2270,3645,5069.18,5357.66,5624,5621,4437.43,40.99,108,117,242.74,106,132,129,144.92,62,91,100,112.3,0,10,8,15,83.89,88,87,76.93,29,0,6,0
California,6,Modoc County,49,300,613.13,613,569,512,1754.25,2064,2424,2229,1199.79,1375,1638,1474,2367.38,2677,2993,2741,135.19,216,349,324,2172.58,2396,2525,2149,30.83,46,54,26,89.18,77,116,166,9.51,17,19,22,0,3,5,2,65.45,143,144,73,189.03,161,135,64
California,6,Monterey County,53,300,1077,1266,1171,1280,2935,2843,3006,3464,1516,1335,1351,1360,4012,4109,4177,4744,990,1980,2759,3543,3138,2188,1992,1193,137,123,107,59,62,52,61,138,285,268,331,323,17,7,21,14,0,0,0,2,10,13,2,28
California,6,Nevada County,57,300,526,467,405,439,1609,1722,1948,2057,809,903,1045,1080,2135,2189,2353,2496,61,81,115,203,2056,2064,2179,2103,6,8,11,13,56,30,25,39,12,13,19,34,1,5,6,4,0,0,0,12,44,0,0,0
California,6,Plumas County,63,300,1183,1282,1026,1037.03,2972,3377,3734,3864,1944,2345,2941,2841.96,4155,4659,4760,4901.03,290,465,635,804,3887,4124,4073,3932,13,21,23,19,139,119,99,96,22,29,26,38,3,7,5,20,9,21,24,0,4,0,0,7
California,6,Sacramento County,67,300,510,482,542,631.16,2594,2579,2561,2721.06,1578,1624,1584,1592,3104,3061,3103,3352.22,301,310,345,462.87,2886,2750,2689,2542.33,20,27,36,30.28,16,25,10,25.03,85,87,117,159.56,3,5,11,4,0,0,0,0,0,0,7,9.64
California,6,San Benito County,69,300,1333.67,1338,1329,1579.07,2173.5,2725,2888,3924.99,826.59,925,1043,1460.49,3507.18,4063,4217,5504.06,2872.53,3528,3673,4583.56,1712.35,1621,1980,1464.51,15,32,26,53.84,20.86,68,93,218.71,77.43,48,92,244.96,1,2,3,17,0,0,0,0,27,5,2,12
California,6,San Diego County,73,300,248,201,245,244,4316,4245,4487,4722,2824,2928,3136,3382,4564,4446,4732,4966,398,447,687,845,4173,3837,3880,3568,141,106,118,146,32,33,31,32,110,172,303,338,3,11,22,11,262,115,125,84,21,53,54,15
California,6,San Joaquin County,77,300,801,801,597,716.08,2012,1735,1799,2191.99,1174,1065,1074,1074,2813,2536,2396,2908.07,966,1158,1241,1461.21,1191,879,858,699.3,346,385,411,598.14,23,42,59,81.29,801,446,250,245.99,14,3,4,6,0,0,0,0,92,79,284,516.07
California,6,Siskiyou County,93,300,1051,948,828,752,2693,3073,3277,3214,1580,1894,2111,1987,3744,4021,4105,3966,124,195,280,376,3512,3624,3623,3261,20,15,25,22,166,164,139,129,18,8,19,86,6,7,3,2,54,3,0,0,15,113,18,14
California,6,Tehama County,103,300,744,978,913,1006,2296,2960,3602,3676,1275.99,1777,2174,2034,3040,3938,4515,4682,244,431,593,929,2820,3357,3802,3429,51,51,56,58,62,95,94,121,30,38,92,124,2,11,8,14,111,0,118,156,14,126,7,14
California,6,Trinity County,105,300,919.83,682,542,961,2243.52,2165,2563,5193,1633.56,1646,1963,2123,3163.35,2847,3105,6154,85,123,231,296,2919.38,2445,2642,3516,3,5,4,14,196.97,218,192,116,16,7,11,2061,11,1,3,9,0,0,0,0,0,1,42,30
California,6,Amador County,5,301,391,756,506,348,5170,4899,5365,5378,546,586,775,779,5561,5655,5871,5726,1367,1282,1710,1643,3367,2858,4157,2808,1557,1264,824,991,46,116,110,91,48,112,77,77,8,9,19,18,4228,4222,4160,3974,12,0,0,0
California,6,Mariposa County,43,301,723.07,839.37,737,664,2119.4,2510.52,3006,3155,1391.03,1623.25,1851,1899,2842.48,3349.89,3743,3819,98.67,168.49,217,393,2694.19,3048.39,3337,3031,5.66,11,18,15,107.65,147.25,122,143,11.99,17.62,38,85,1.67,3,2,0,0,6,6,0,0,0,8,0
California,6,Merced County,47,301,1111,1419,1580,1413,1751,2316,3210,3590,689,926,1272,1347,2862,3735,4790,5003,1644,2327,3416,3564,898,1270,1887,979,11,37,33,50,24,49,43,187,696,716,806,928,6,6,12,6,0,0,0,0,18,0,0,0
California,6,San Bernardino County,71,301,2572.36,2956.89,3149,2827,4170.19,4991.71,5646,6252,1994.26,2043.39,2257,2470,6742.55,7948.6,8795,9079,3268.75,5351.55,6855,7103,2588.26,2560.66,4603,1123,1056.09,565.23,524,406,46.13,94.47,97,276,634.2,1028.69,904,1132,68,46,27,19,43,52,55,33,33,10,0,23
California,6,Santa Barbara County,83,301,410,428,382,446,2211,2342,2428,2438,1297,1311,1407,1393,2621,2770,2810,2884,706,859,933,1157,2167,2098,2028,1598,94,57,57,47,18,21,11,26,37,98,111,110,2,4,6,1,43,38,0,3,34,44,58,55
California,6,Stanislaus County,99,301,530.31,626,564,536,1345.26,1422,1423,1502,694.66,703,708,724,1875.57,2048,1987,2038,670.02,1059,1211,1277,1492.04,1407,1376,897,5,18,18,25,48.9,45,43,75,12,9,14,18,0,0,3,0,0,0,0,0,0,0,0,0
California,6,Tulare County,107,301,1867.56,1870,2007,1895,4201.7,4045.34,4710,4623.94,1919.77,1888.67,2153,2125.97,6069.26,5915.34,6717,6518.93,2677.93,2725,3839,3946.96,4730.01,4017.34,4477,3060.97,4,27,37,30,37,74,48,77,202,143,120,99,0,12,0,3,0,106,0,0,135,10,35,75
California,6,Mariposa County,43,302,542.93,635.63,487,519.97,1687.6,1963.48,2219,2237.97,1101.97,1374.75,1504,1484.95,2230.52,2599.11,2706,2757.95,110.33,178.51,305,303,2086.81,2383.61,2358,2193.95,6.34,11,7,6,82.35,69.75,81,82,15.01,14.38,15,38,0.33,7,3,8,0,0,0,0,11,6,0,0
California,6,Santa Barbara County,83,302,472,729,644,648,3519,3587,3494,3488,1961,2026,1995,2007,3991,4316,4138,4136,949,1331,1550,1723,3299,3295,2951,2265,45,70,65,81,25,46,45,99,102,164,166,179,8,7,5,1,276,198,137,110,66,50,63,23
California,6,Stanislaus County,99,302,589,933,729,754,1347,1923,1912,2028,643,879,890,891,1936,2856,2641,2782,686,1139,1244,1514,1535,2044,1713,1335,7,57,72,62,27,21,40,57,26,33,41,51,3,5,10,18,78,65,72,87,40,39,36,42
California,6,Tulare County,107,302,1296,1191,1199,964,2052,2165,2228,2019.01,874,847,836,794,3348,3356,3427,2983.01,2274,2606,2865,2541.01,1503,1785,1589,872.01,11,11,10,7,53,41,68,36,15,22,16,16,0,0,2,3,0,0,0,0,45,13,0,0
California,6,Ventura County,111,302,1810,1916,1879,2121,4367,4463,4907,5980,2129,2156,2360,2659,6177,6379,6786,8101,3110,3701,4655,5612,4943,3820,4159,3217,6,19,33,66,52,107,128,197,40,61,71,165,0,4,2,9,0,0,0,0,67,0,6,15
California,6,Amador County,5,303,889,1093.99,1141,1344.06,2459.98,2884.97,3932,4977.1,1430.99,1660.99,2310,2800.03,3348.98,3978.97,5073,6321.16,195,282,628,974.01,3110.98,3564.97,4380,4961.15,20,18,19,50,143,102,114,154,28,42,88,116,1,5,13,0,9,0,0,0,10,9,27,31
California,6,Merced County,47,303,681,651,644,568,1371,1377,1514,1428,631,654,710,648,2052,2028,2158,1996,616,782,1044,1051,1447,1268,1412,956,24,12,8,3,17,20,63,56,111,135,88,65,2,1,1,6,0,0,0,0,21,0,0,0
California,6,San Bernardino County,71,303,1736,2433,2285,1755.76,3674,4061,4884,5121.67,1742,1772,1752,1806.49,5410,6494,7169,6877.43,2331,4575,5901,5761.21,3113,3017,3498,1392.79,240,208,127,130.07,67,78,53,141,340,290,319,391.3,8,9,9,18,0,0,0,0,33,49,13,17
California,6,Stanislaus County,99,303,888,1725,1737,1789.63,1711,3346,4146,4651.4,762,1487,1792,1871.86,2599,5071,5883,6441.03,1084,2053,3168,3839.3,1846,3446,4089,2712.26,14,104,119,132.52,33,85,69,140.88,40,99,128,254.2,4,4,17,36,0,0,0,0,30,31,40,45
California,6,Ventura County,111,303,1179,1452,1523,1351,2254,2970,3580,3843,951,1190,1407,1430,3433,4422,5103,5194,1768,2643,3587,3972,2627,2446,3006,1701,16,14,29,36,40,39,48,113,46,66,67,63,4,12,9,2,90,116,83,70,0,0,0,0
California,6,Amador County,5,304,533,868.01,932,983.23,1481.02,2220.03,3014,3324.35,928.01,1344.01,1773,1786.71,2014.02,3088.03,3946,4307.58,102,307,530,664.23,1931.02,2761.03,3458,3362.53,18,17,6,33,30,92,77,105.53,9,29,29,64,0,6,14,20,0,0,0,0,15,0,0,26
California,6,Merced County,47,304,2033,2767,2945,2841,3423,4692,6171,7294,1341,1748,2315,2626,5456,7459,9116,10135,4097,5547,6649,7003,2173,2964,3802,1578,47,41,76,78,22,60,307,383,468,873,1500,2179,1,2,14,21,33,30,0,29,16,7,4,11
California,6,San Bernardino County,71,304,1141,1406,1699,1434,2708,2891,4172,4765,1251,1284,1580,1719,3849,4297,5871,6199,1348,2476,3688,3934,2537,2069,2921,1201,197,197,270,255,29,59,65,146,172,299,895,1279,16,8,17,5,0,0,0,9,70,14,27,27
California,6,Stanislaus County,99,304,938,1727,1636,1450,1566,3013,3367,3676,684,1246,1441,1450,2504,4740,5003,5126,1307,2769,3643,3903,1495,2818,2835,1668,0,59,69,113,44,65,63,95,9,33,32,57,1,9,14,10,0,0,0,0,0,0,0,0
California,6,Ventura County,111,304,1465,1445,1555,1324,2737,2899,3222,3494,1039,1041,1237,1264,4202,4344,4777,4818,2865,3370,3779,3915,3022,2034,2588,1468,10,16,17,20,22,54,32,119,32,28,29,37,2,7,3,5,0,0,0,0,200,134,77,47
California,6,Calaveras County,9,400,941,889,603,535,3054,3419,3429,3327,2265,2351,2539,2282,3995,4308,4032,3862,197,237,269,331,3719,3865,3599,3130,11,23,8,17,215,177,168,154,12,27,22,51,4,6,13,6,0,4,0,0,0,0,1,0
California,6,Colusa County,11,400,726,823,664,508,1731,1784,1831,1762,1165,1184,1222,1144,2457,2607,2495,2270,527,677,886,871,1967,2065,1772,1366,37,43,49,34,51,81,82,71,58,26,21,10,12,12,6,5,63,112,53,0,1,0,0,12
California,6,Fresno County,19,400,1907,2081,2080,1655,3103,3414,4263,3729,1342,1294,1325,1417,5010,5495,6343,5384,3523,4323,4948,4399,2114,1565,2848,1069,343,324,425,254,89,129,175,245,424,305,355,267,1,4,4,4,0,0,0,0,335,480,1100,329
California,6,Humboldt County,23,400,951,932,868,857,2685,2869,3005,3243,1443,1583,1658,1722,3636,3801,3873,4100,146,247,529,637,3307,3241,3061,2797,21,16,34,63,152,148,150,151,123,125,198,277,3,5,6,18,36,28,11,9,14,8,10,9
California,6,Inyo County,27,400,1258.99,1383.97,1470,1350,3755.93,3780.92,4198,4503,2358.93,2494.93,2622,2728,5014.92,5164.88,5668,5853,604.99,851.97,1514,1554,3783.92,3445.88,3336,2780,8,11,26,9,995,1027,1224,1468,61,50,76,96,3,4,3,6,101,65,72,64,0,12,60,61
California,6,Kern County,29,400,1289,1246,1213,1434,3301,2942,3106,3323,2117,2027,1978,1849,4590,4188,4319,4757,480,586,931,1821,4102,3528,3497,2757,21,39,68,231,168,119,74,127,25,10,11,33,2,1,6,0,7,0,0,0,20,41,69,97
California,6,Lake County,33,400,1300.35,1454,1248,1170,4104.15,4236,4326,4726,2618.55,2855,2835,2882,5404.5,5690,5574,5896,449.93,730,988,1189,4993.03,5016,4516,4319,34.88,43,48,66,91.04,119,213,181,69.76,77,112,139,5,10,7,11,222,66,66,61,13,60,11,25
California,6,Madera County,39,400,541,529,391,397,1110,1030,897,845,505,494,432,382,1651,1559,1288,1242,880,882,851,905,920,964,798,491,12,9,11,9,7,17,12,19,35,34,4,8,2,6,1,4,0,0,0,0,9,5,7,0
California,6,Mariposa County,43,400,296,285,201,156.03,1460,1980,1601,844.03,1196,1210,1307,1190.05,1756,2265,1802,1000.05,144,385,172,116,1563,1863,1523,782.05,35,38,31,11,70,55,43,12,23,28,41,27,4,0,7,2,0,25,0,0,533,1103,542,30
California,6,Modoc County,49,400,366.25,289,234,189,1045.95,1012,1031,917,779.28,764,804,735,1412.19,1301,1265,1106,46.18,98,148,130,1285.19,1094,1037,865,0,1,3,0,122,143,92,102,2,6,2,0,0,0,0,4,14,23,22,23,0,0,2,0
California,6,Monterey County,53,400,1778,2199,2102,2381,4332,4605,5059,5794,2335,2361,2485,2512,6110,6804,7161,8175,2470,4186,5282,6451,3523,3259,3408,1987,338,220,178,193,68,109,107,328,467,379,360,378,14,22,18,36,175,73,182,136,3,13,27,245
California,6,Plumas County,63,400,857,701,518,450,2280,2228,2267,2114,1596,1590,1686,1572,3137,2929,2785,2564,191,217,252,220,2843,2580,2345,2013,4,1,5,10,222,183,235,199,12,9,16,10,0,4,1,8,18,20,0,0,0,0,0,0
California,6,Sacramento County,67,400,569,442,313,310,3370,3467,3354,3530,2331,2355,2351,2398,3939,3909,3667,3840,775,790,729,835,2880,2782,2831,2496,338,269,167,183,90,81,50,53,147,124,136,194,17,11,3,6,0,0,0,0,56,41,29,26
California,6,San Benito County,69,400,1651,1968,1804,1713.38,3867,4266,4171,4712.92,1905,1983,1948,2052.78,5518,6234,5975,6426.3,3483,4130,4385,4818.44,3298,3380,3604,2195.4,15,73,62,52.16,60,69,105,193.83,76,82,40,117.04,6,17,18,12,101,0,0,0,12,12,1,39
California,6,San Diego County,73,400,257,217,215,211,3039,3249,3454,3583,2107,2213,2288,2470,3296,3466,3669,3794,359,419,572,728,2851,2762,2821,2409,186,166,157,185,24,25,19,22,121,216,364,408,8,11,13,10,146,199,306,75,99,82,4,15
California,6,Santa Barbara County,83,400,594,608,615,612,4226,4246,4044,4301,2450,2431,2496,2567,4820,4854,4659,4913,453,545,773,905,4460,4388,4020,3626,53,34,44,51,29,18,25,45,133,121,156,212,10,3,8,7,117,50,0,38,103,128,49,54
California,6,Siskiyou County,93,400,164,142,103,87,553,610,549,563,397,429,463,369,717,752,652,650,23,47,36,56,674,656,558,496,8,3,0,2,25,37,30,43,2,2,3,6,3,3,0,0,0,0,0,0,0,0,2,0
California,6,Tehama County,103,400,930,1034,1098,1094,2644,3459,4410,4524,1353,1855,2349,2426,3574,4493,5508,5618,161,240,524,636,3441,4158,4945,4573,10,14,18,29,64,81,117,88,28,38,54,110,1,2,3,12,9,0,0,0,8,22,11,21
California,6,Trinity County,105,400,243,200,168,120,640,638,807,733,788,857,939,778,883,838,975,853,52,18,42,41,770,727,840,717,1,2,1,0,69,60,55,39,0,5,2,19,0,1,0,1,0,0,0,0,10,5,3,5
California,6,Ventura County,111,400,2097,2137,1873,1544,4590,4460,4885,4794,1797,1737,1801,1854,6687,6597,6758,6338,4609,5006,5152,5020,3329,3192,4562,1977,10,24,27,23,61,118,114,146,22,13,36,42,2,5,1,2,0,0,0,7,224,43,343,20
California,6,Amador County,5,401,785.01,924,856,888.77,3167.05,3556,4164,4317.65,1865.03,2100,2604,2661.29,3952.06,4480,5020,5206.42,169,272,472,709.77,3847.06,4158,4503,4146.47,14,8,24,38,53,76,99,106.47,18,30,83,105,3,10,6,7,141,36,93,71,0,68,54,17
California,6,Butte County,7,401,221.92,282,471,1309,407.38,503,1300,3790,227.19,290,753,2012,629.29,785,1771,5099,23.29,168,352,1088,599.14,601,1467,3420,14.68,21,36,86,9.54,27,29,65,3.71,1,53,346,0,0,2,19,0,0,0,0,0,0,0,0
California,6,Merced County,47,401,503,487,548,497,1011,1143,1286,1184,468,552,622,546,1514,1630,1834,1681,347,433,716,901,1220,1314,1316,955,51,37,25,7,20,18,8,14,15,4,12,4,8,0,0,2,0,0,0,0,42,13,0,0
California,6,Nevada County,57,401,999.48,1020,1008,909,4085.32,4637,4736,5023,2372.51,2700,2984,3006,5084.8,5657,5744,5932,122.98,145,310,506,4994.85,5460,5433,5093,7,11,18,33,24.98,25,49,29,34.97,43,62,99,8,2,10,6,0,0,0,0,0,0,3,12
California,6,San Bernardino County,71,401,2008.05,2114.94,1668,1231,4203.97,4302.84,4719,5128,1840.09,1828.94,1921,1960,6212.02,6417.78,6387,6359,1577.61,2744.45,3464,3542,5082.71,4327.75,3818,2296,159.04,186.07,184,136,56.95,38,53,93,243.47,302.19,482,890,9.99,17,11,8,64,0,30,15,0,82,21,15
California,6,San Joaquin County,77,401,761,858,655,735,2638,2545,2388,2616,1443,1434,1418,1410,3399,3403,3043,3351,825,1128,1159,1541,2695,2175,1738,1317,115,193,256,366,43,45,61,76,267,227,178,230,10,6,9,24,66,58,30,41,0,3,3,18
